oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
key_positioned_at_top,1,legend on the top
high_detail_level,1,no detail
recognizable_pattern_present,1,recognizable objects
dashed_box_present,1,similar box sizes
alphabetically_ordered,1,ordered
only_dots_present,1,"scattered shapes (e.g., dots, squares, pictures)"
complex_branching_pattern,1,complex design
high_dot_quantity,1,line quantity representation
only_four_highlighted,1,highlighted words
present_and_complex,1,complex design
high_element_count,1,element sizes
unsure_where_to_start,1,unclear where to look/what to see
requires_more_processing_time,1,change over time
complex_presentation_logic,1,complex design
invites_deeper_analysis,1,more effort/reading/detailed analysis
multicolored_encoding,1,technical encoding
unfamiliar_brand_names,1,unfamiliar concepts/patterns
unfamiliar_geographic_schema,1,unfamiliar concepts/patterns
pictorial_world_element,1,element sizes
dots_scattered_widely,1,"scattered shapes (e.g., dots, squares, pictures)"
no_graph_metrics_given,1,graph
straightforward_and_concise,1,clear and concise
high_physical_content,1,unknown hidden content
overwhelming_first_impression,1,visually overwhelming
high_bar_count,1,"a specific technique, e.g., bar, pie, circle"
concentrated_in_one_third,1,concentrated
one_of_two_panels,1,two colors
precise_aspect_labeling,1,precision of aspect
requires_extended_analysis,1,more effort/reading/detailed analysis
familiar_geographic_region,1,familiar representation
universally_familiar_format,1,familiar representation
requires_graphical_inference,1,graphical information
less_structural_organization,1,spatial organization
minimal_attention_needed,1,attention/squinting to understand
lots_of_variables,1,more parameters/variables
requires_more_thinking,1,more thinking
spread_around,1,much/more data/info/info spread
scattered_everywhere,1,"scattered shapes (e.g., dots, squares, pictures)"
stacked_on_each_other,1,white/black background / other background
curve_seems_complex,1,complex design
immediately_recognizable_form,1,recognizable objects
numerous_figures_present,1,read/analyze many figures/items
dots_present,1,"scattered shapes (e.g., dots, squares, pictures)"
purple_and_green_hues,1,color hues
more_forms_present,1,more forms
needs_intense_study,1,intense/too many colors
numerous_hierarchy_levels,1,number of levels
clearer_presentation,1,clearer coloring
intersecting_and_crossing,1,intersecting lines
assortment_of_bigger_boxes,1,more text boxes
paths_diverge_and_overlap,0,—
less_writing_present,0,—
vast_interpretations_possible,0,—
overly_colorful,0,—
titles_present,0,—
high_dot_count,0,—
high_interpretive_difficulty,0,—
too_dark,0,—
variations_of_shade,0,—
requires_concentration,0,—
traditional_statistics_reporting,0,—
cohesive_whole,0,—
purpose_clearly_communicated,0,—
circular_chart_form,0,—
non_linear_pattern,0,—
never_seen_before,0,—
no_metrics_present,0,—
continent_with_countries,0,—
geo_map_format,0,—
africa_map_recognized,0,—
animal_shaped_marks,0,—
increased_cognitive_load,0,—
more_distinct_areas,0,—
appears_less_important,0,—
high_entity_count,0,—
temporal_comparison_required,0,—
high_object_count,0,—
extends_horizontally,0,—
high_cognitive_load,0,—
has_internal_logic,0,—
circular_mark_present,0,—
unrecognized_countries,0,—
summarizes_at_glance,0,—
varying_amounts,0,—
high_letter_count,0,—
high_item_count,0,—
high_volume_of_writing,0,—
arranged_side_by_side,0,—
numerous_names_present,0,—
requires_extended_decoding,0,—
excessive_subplot_count,0,—
blurring_applied,0,—
extra_arrows_present,0,—
colorful_appearance,0,—
high_cognitive_strain,0,—
tiny_writing,0,—
interpretive_uncertainty_present,0,—
magnification_effect_present,0,—
circular_marks_present,0,—
quantitative_relations_encoded,0,—
cross_at_bottom,0,—
undefinable_criteria,0,—
transitioning_to_rectangular,0,—
high_abstraction_level,0,—
meaningless_presentation,0,—
only_for_trained_eyes,0,—
high_cognitive_load_to_decode,0,—
zoomed_in_region,0,—
no_discernible_pattern,0,—
too_cramped,0,—
explanations_provided,0,—
high_initial_cognitive_load,0,—
requires_contextual_evaluation,0,—
fully_saturated_palette,0,—
oval_shaped_form,0,—
stretched_differently,0,—
unexplained_animation_behavior,0,—
no_apparent_directional_flow,0,—
minimal_interactions,0,—
instantly_increases_complexity,0,—
apparent_flow_present,0,—
holistic_comprehension_available,0,—
crude_informal_appearance,0,—
darker_tone,0,—
absent_or_insufficient,0,—
four_distinct_centers,0,—
increased_processing_demand,0,—
beyond_comprehension,0,—
causes_confusion,0,—
lot_of_terms,0,—
requires_extended_viewing,0,—
limited_node_count,0,—
virtually_impossible_to_decipher,0,—
vast_colorization_use,0,—
present_in_chart,0,—
causes_viewer_confusion,0,—
manageable_object_count,0,—
more_writing_on_page,0,—
more_factors_to_consider,0,—
high_interpretive_demand,0,—
not_clearly_stated,0,—
numerous_isolated_marks,0,—
numerous_intersections,0,—
pellet_money_appearance,0,—
changing_fonts_present,0,—
generally_comprehensible,0,—
pattern_search_required,0,—
absence_aids_simplicity,0,—
creates_depth_illusion,0,—
contributes_to_complexity,0,—
excessively_dark,0,—
high_subject_count,0,—
ranked_ordering_present,0,—
strains_vision,0,—
mathematical_formulae_present,0,—
growth_pattern_implied,0,—
plethora_of_datapoints,0,—
very_high_entry_count,0,—
additional_key_required,0,—
pixelated_appearance,0,—
sparse_dot_count,0,—
discernible_pattern,0,—
darker_denser_area,0,—
multitude_of_observations,0,—
