image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,InfoVisC.8.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.8.7.png,Line,,,0.72,,There were a lot of intersections in the Circle  suggesting that there is a high amount of data to be extracted,Data Density / Image Clutter,,high amount of data; intersections in the Circle,much/more data/info/info spread; overlapping shapes/colors/lines,(+); (+),high; datum; intersection; circle,the circle (quantity_reference); datum (data_element); intersection (layout_component); intersection (quantity_reference); circle (mark),,,"high (in vocab, excluded)",high; datum; intersect; circle,datum; intersection; circle,,ADJ; NOUN; NOUN; PROPN,point (mark); link (structure),Information Volume; Visual Clutter & Overlap,,,high_data_volume (point); multiple_crossing_lines (link),point --creates_clutter_within--> point; link --increases_visual_complexity_in--> point
,,InfoVisJ.2486.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2486.8.png,Node-link,,,0.72,,"lines, relationships;  both are complex; The other image has somewhat of a color scheme. I could see that the red lines are forming some sort of network between the blue dots in the other image. I have seen the other image in data visualizations before.","Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",,lines; relationships; data visualizations; network; color scheme; dots,"design-data relationship; lines; shapes and lines; a specific technique; a specific technique, e.g., bar, pie, circle; color scale/scheme",(+) (-); (-); (-); (+) (-); (-); (+) (-),line; relationship; datum; visualization; network; color; scheme; dot,color scheme (perceptual_element); color scheme (quantity_reference); line (mark); datum (data_element); network (chart_type); network (quantity_reference); color (perceptual_element); dot (mark),color scheme (color),,"relationship (unclustered); visualization (unclustered); scheme (in vocab, excluded)",line; relationship; datum; visual; network; color; scheme; dot,line; relationship; datum; visualization; network; color; scheme; dot,,NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN,line (mark); link (structure); point (mark); color (property); data (content),Encoding Interpretability; Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast,,,numerous_connecting_lines (line); complex_network_structure (link); simple_node_markers (point); clear_color_differentiation (color); readable_relationships (link); familiar_visualization_type (data),line --increases_clutter_in--> link; point --connected_by--> line; link --clarified_within--> data
,,VisC.501.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.501.7(2).png,Point,,,0.72,,"a lot of different colours, details, no clear sceme","Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details",,a lot of different colors; details; no clear scheme,more detailed/things; unfamiliar concepts/patterns; color variety/arrangement/distribution; texture details,(+); (+); (+),lot; different; color; detail; clear; scheme,a lot (quantity_reference); lot (quantity_reference); color (perceptual_element); detail (cognitive_element),a lot (quantity_descriptor); lot (quantity_descriptor); different (structure); clear (readability),,"scheme (in vocab, excluded)",lot; differ; color; detail; clear; scheme,lot; color; detail; scheme,,NOUN; ADJ; NOUN; NOUN; ADJ; NOUN,visualization (whole); color (property); detail (content),Information Volume; Domain Familiarity; Color Palette & Contrast; Symbols & Texture,,,many_different_colors (color); no_clear_color_scheme (color); high_detail_density (detail),color --increases_clutter_in--> visualization; detail --raises_cognitive_load_of--> visualization
,,InfoVisJ.1009.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1009.9.png,Area,,0.0,0.73,,There is no key for the data. The different colours are confusing. The shades of the colour change. There is less information on the picture,"Semantics / Text Legibility; Color, Symbol, and Texture Details",,no key for the data; different colors; different colors are confusing; shades of color change,lack of/not enough axis labels/legend/annotations/context; ambiguous/confusing colors; color shading; color variety/arrangement/distribution,(+); (+) (-); (+); (+),key; datum; different; color; confuse; shade; change,key (chart_component); key (quantity_reference); datum (data_element); color (perceptual_element); shade (perceptual_element),key (information_quality); different (structure),confuse (cognitive),change (unclustered),key; datum; differ; color; confuse; shade; change,key; datum; color; shade; change,confuse,NOUN; NOUN; ADJ; NOUN; VERB; NOUN; NOUN,visualization (whole); legend (furniture); color (property),Annotations & Labels; Color Palette & Contrast,,,missing_data_key (legend); multiple_colors_present (color); different_colors_confusing (color); color_shades_vary (color),legend --absent_from--> visualization
,,visMost393.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost393.png,Area,,,0.73,,simple to understand.,Immediacy / Cognitive Load,,simple to understand,simple to interpret/read/understand,(-),simple; understand,,simple (complexity),understand (cognitive),,simple; understand,,understand,ADJ; VERB,visualization (whole),Interpretive Difficulty,,,simple_to_understand (visualization),
,,SciVisJ.797.13.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.797.13.png,Glyph,,,0.73,,I guess I'm just not familiarized with this type of chart.,Schema,,not familiarized with,unfamiliar concepts/patterns,(+),familiarize,,,,familiarize (unclustered),familiar,,familiarize,VERB,visualization (whole),Domain Familiarity,,,unfamiliar_domain_knowledge_required (visualization),
,,InfoVisJ.1073.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1073.1.png,Grid,,,0.73,,"I chose the first one because it has stuff all over the place which makes it very complex. Also, there's a lot of graphs jumbled up.",Data Density / Image Clutter,,graphs jumbled up; stuff all over the place,messy/mixed up/noisy/intermingled elements; too many details/divisions,(+); (+),graph; jumble; stuff; place,graph (chart_type); stuff (quantity_reference),,,jumble (unclustered); place (unclustered),graph; jumble; stuff; place,graph; stuff; place,jumble,NOUN; VERB; NOUN; NOUN,visualization (whole); element (mark),Visual Clutter & Overlap; Element Quantity,,,jumbled_arrangement (visualization); scattered_all_over (element),visualization --creates_cluttered_layout--> element
,,VASTC.187.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.187.3(2).png,Grid,,,0.73,,there is a lot of information to take in,Data Density / Image Clutter,,a lot of information to take in,information overload,(+),lot; information,a lot (quantity_reference); lot (quantity_reference); information (cognitive_element),a lot (quantity_descriptor); lot (quantity_descriptor),,,lot; information,lot; information,,NOUN; NOUN,visualization (whole),Visual Clutter & Overlap,,,high_information_volume (visualization),
,,VASTC.1.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.1.8.png,Grid,,,0.73,,"The one on the right has a lot of information, text, boxes and colors","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",,a lot of information; text; boxes; colors,much/more data/info/info spread; shapes; word/text/sentence; unclear colormaps,(+); (+) (-); (+) (-); (+) (-),lot; information; text; box; color,a lot (quantity_reference); lot (quantity_reference); information (cognitive_element); text (annotation); box (chart_component); box (quantity_reference); color (perceptual_element),a lot (quantity_descriptor); lot (quantity_descriptor),,,lot; information; text; box; color,lot; information; text; box; color,,NOUN; NOUN; NOUN; NOUN; NOUN,visualization (whole); label (text); shape (mark); color (property),Information Volume; Graphical Forms & Primitives; Text Volume & Content; Color Palette & Contrast,,,high_information_volume (visualization); abundant_text_present (label); multiple_boxes_present (shape); multiple_colors_used (color),label --increases_clutter_in--> visualization; shape --contributes_to_density_of--> visualization; color --adds_visual_complexity_to--> shape
,,v490_n7418_12_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v490_n7418_12_f3.png,Line,,,0.73,,number of points / shapes; complexity in shapes; colour variation; information represented,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,number of points / shapes; complexity in shapes; color variation,more charts/points/lines/shapes/elements; curves and shapes; color variety/arrangement/distribution,(+); (+); (+),number; point; shape; complexity; color; variation,number (quantity_reference); point (mark); shape (mark); shape (perceptual_element); complexity (quantity_reference); color (perceptual_element),,shape (evaluative),variation (unclustered),number; point; shape; complex; color; variation,number; point; shape; complexity; color; variation,,NOUN; NOUN; NOUN; NOUN; NOUN; NOUN,point (mark); shape (mark); color (property),Element Quantity; Graphical Forms & Primitives; Color Palette & Contrast,,,high_point_count (point); complex_shape_variety (shape); multiple_color_variations (color),point --encoded_with--> shape; shape --differentiated_by--> color; point --increases_clutter_via--> color
,,v488_n7409_12_f4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7409_12_f4.png,Node-link,,,0.73,,It is more complex have more data,Data Density / Image Clutter,,more data,much/more data/info/info spread,(+),datum,datum (data_element),,,,datum,datum,,NOUN,visualization (whole); point (mark),Information Volume,,,high_data_volume (point),point --increases_clutter_in--> visualization
,,economist_daily_chart_208.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_208.png,Point,,,0.73,,"The image I chose had more colors, shapes, text, and data (numbers, etc.).","Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",,shapes; numbers; text; more colors,shapes; amount of words/context/numbers; word/text/sentence; color variety/arrangement/distribution,(+) (-); (+) (-); (+) (-); (+) (-),shape; number; text; color,shape (mark); shape (perceptual_element); number (quantity_reference); text (annotation); color (perceptual_element),,shape (evaluative),,shape; number; text; color,shape; number; text; color,,NOUN; NOUN; NOUN; NOUN,visualization (whole); number (content); label (text); color (property),Graphical Forms & Primitives; Text Volume & Content; Color Palette & Contrast,,,multiple_shape_types (visualization); numerous_numeric_values (number); high_text_density (label); multiple_colors_used (color),visualization --increases_visual_load_with--> color; label --accompanies--> number; color --differentiates--> visualization
